run_id,date,line,product,shift,operator,target_units,actual_units,reject_units,oee_pct,downtime_minutes,downtime_cause,description
RUN-423896,2024-12-06,Line-D,Pump-G10,Day,Op-105,780,557,11,69.9,89,changeover,"Run RUN-423896: Line-D, Pump-G10, Day shift. Performance summary — Availability: 78.5%, Performance: 91.0%, Quality: 97.9%, OEE: 69.9%. Downtime cause: changeover. Operator Op-105 reported one label printer jam at 14:30."
RUN-260119,2023-08-04,Line-A,Valve-X200,Night,Op-105,1179,851,60,67.1,48,changeover,"Run RUN-260119: Line-A, Valve-X200, Night shift. Performance summary — Availability: 90.1%, Performance: 80.2%, Quality: 92.9%, OEE: 67.1%. Downtime cause: changeover. Operator Op-105 reported one label printer jam at 14:30."
RUN-674559,2023-12-12,Line-B,Widget-Alpha,Day,Op-104,1689,1405,49,80.3,108,minor stoppages,"Day shift run on Line-B. Widget-Alpha batch RUN-674559. Achieved 80.3% OEE against 1689 unit target. 1405 units produced, 49 scrapped. Key downtime event: minor stoppages (108 min). Shift supervisor signed off."
RUN-202046,2023-11-28,Line-D,Pump-G10,Afternoon,Op-104,1000,708,50,65.8,118,minor stoppages,Production run RUN-202046 on Line-D during Afternoon shift. Product: Pump-G10. Target output: 1000 units. Actual output: 708 units (OEE: 65.8%). Downtime: 118 minutes due to minor stoppages. Quality rejects: 50 units. Operator: Op-104. Run completed without safety incidents.
RUN-943430,2023-07-20,Line-A,Valve-X200,Afternoon,Op-102,1382,992,70,66.7,18,minor stoppages,"Run RUN-943430: Line-A, Valve-X200, Afternoon shift. Performance summary — Availability: 78.3%, Performance: 91.7%, Quality: 92.9%, OEE: 66.7%. Downtime cause: minor stoppages. Operator Op-102 reported slight vibration on feeder belt."
RUN-159067,2023-12-31,Line-A,Valve-X200,Night,Op-105,408,367,31,82.5,54,quality hold,Production run RUN-159067 on Line-A during Night shift. Product: Valve-X200. Target output: 408 units. Actual output: 367 units (OEE: 82.5%). Downtime: 54 minutes due to quality hold. Quality rejects: 31 units. Operator: Op-105. Run completed without safety incidents.
RUN-356902,2023-05-02,Line-D,Widget-Beta,Day,Op-101,1255,1014,4,80.5,80,quality hold,Production run RUN-356902 on Line-D during Day shift. Product: Widget-Beta. Target output: 1255 units. Actual output: 1014 units (OEE: 80.5%). Downtime: 80 minutes due to quality hold. Quality rejects: 4 units. Operator: Op-101. Run completed without safety incidents.
RUN-915509,2024-10-27,Line-B,Pump-G10,Afternoon,Op-103,1608,1135,29,68.8,99,quality hold,"Afternoon shift run on Line-B. Pump-G10 batch RUN-915509. Achieved 68.8% OEE against 1608 unit target. 1135 units produced, 29 scrapped. Key downtime event: quality hold (99 min). Shift supervisor signed off."
RUN-124145,2024-08-09,Line-D,Valve-X200,Night,Op-104,952,557,49,53.4,82,quality hold,"Run RUN-124145: Line-D, Valve-X200, Night shift. Performance summary — Availability: 75.3%, Performance: 77.8%, Quality: 91.2%, OEE: 53.4%. Downtime cause: quality hold. Operator Op-104 reported slight vibration on feeder belt."
RUN-699180,2023-04-12,Line-D,Valve-X200,Night,Op-101,1826,1371,1,75.0,89,unplanned jam,Production run RUN-699180 on Line-D during Night shift. Product: Valve-X200. Target output: 1826 units. Actual output: 1371 units (OEE: 75.0%). Downtime: 89 minutes due to unplanned jam. Quality rejects: 1 units. Operator: Op-101. Run completed without safety incidents.
RUN-167037,2024-08-21,Line-C,Widget-Alpha,Night,Op-105,578,449,27,73.0,104,material shortage,"Run RUN-167037: Line-C, Widget-Alpha, Night shift. Performance summary — Availability: 84.7%, Performance: 91.8%, Quality: 93.9%, OEE: 73.0%. Downtime cause: material shortage. Operator Op-105 reported temp spike in oven unit at 22:00."
RUN-229022,2023-05-12,Line-A,Widget-Beta,Night,Op-101,570,500,49,79.1,57,tooling change,Production run RUN-229022 on Line-A during Night shift. Product: Widget-Beta. Target output: 570 units. Actual output: 500 units (OEE: 79.1%). Downtime: 57 minutes due to tooling change. Quality rejects: 49 units. Operator: Op-101. Run completed without safety incidents.
RUN-670873,2024-03-09,Line-B,Widget-Beta,Day,Op-105,725,524,1,72.1,64,planned break,Production run RUN-670873 on Line-B during Day shift. Product: Widget-Beta. Target output: 725 units. Actual output: 524 units (OEE: 72.1%). Downtime: 64 minutes due to planned break. Quality rejects: 1 units. Operator: Op-105. Run completed without safety incidents.
RUN-828866,2024-06-19,Line-A,Widget-Beta,Afternoon,Op-101,1263,1001,47,75.6,17,material shortage,"Afternoon shift run on Line-A. Widget-Beta batch RUN-828866. Achieved 75.6% OEE against 1263 unit target. 1001 units produced, 47 scrapped. Key downtime event: material shortage (17 min). Shift supervisor signed off."
RUN-414267,2023-05-18,Line-C,Gear-M5,Night,Op-105,629,523,50,75.2,4,minor stoppages,Production run RUN-414267 on Line-C during Night shift. Product: Gear-M5. Target output: 629 units. Actual output: 523 units (OEE: 75.2%). Downtime: 4 minutes due to minor stoppages. Quality rejects: 50 units. Operator: Op-105. Run completed without safety incidents.
RUN-519492,2023-03-27,Line-B,Gear-M5,Afternoon,Op-103,463,364,16,75.1,33,unplanned jam,"Afternoon shift run on Line-B. Gear-M5 batch RUN-519492. Achieved 75.1% OEE against 463 unit target. 364 units produced, 16 scrapped. Key downtime event: unplanned jam (33 min). Shift supervisor signed off."
RUN-849149,2024-07-31,Line-C,Pump-G10,Night,Op-102,1297,933,68,66.7,81,quality hold,"Night shift run on Line-C. Pump-G10 batch RUN-849149. Achieved 66.7% OEE against 1297 unit target. 933 units produced, 68 scrapped. Key downtime event: quality hold (81 min). Shift supervisor signed off."
RUN-657286,2024-12-01,Line-B,Pump-G10,Day,Op-103,1813,1170,46,62.0,9,planned break,Production run RUN-657286 on Line-B during Day shift. Product: Pump-G10. Target output: 1813 units. Actual output: 1170 units (OEE: 62.0%). Downtime: 9 minutes due to planned break. Quality rejects: 46 units. Operator: Op-103. Run completed without safety incidents.
RUN-110342,2024-01-22,Line-D,Widget-Alpha,Afternoon,Op-101,943,855,73,82.9,102,minor stoppages,Production run RUN-110342 on Line-D during Afternoon shift. Product: Widget-Alpha. Target output: 943 units. Actual output: 855 units (OEE: 82.9%). Downtime: 102 minutes due to minor stoppages. Quality rejects: 73 units. Operator: Op-101. Run completed without safety incidents.
RUN-654654,2024-12-18,Line-B,Pump-G10,Day,Op-101,559,470,19,80.6,103,unplanned jam,"Day shift run on Line-B. Pump-G10 batch RUN-654654. Achieved 80.6% OEE against 559 unit target. 470 units produced, 19 scrapped. Key downtime event: unplanned jam (103 min). Shift supervisor signed off."
RUN-945241,2024-11-25,Line-C,Gear-M5,Afternoon,Op-105,402,306,1,75.9,49,minor stoppages,"Run RUN-945241: Line-C, Gear-M5, Afternoon shift. Performance summary — Availability: 96.5%, Performance: 79.1%, Quality: 99.4%, OEE: 75.9%. Downtime cause: minor stoppages. Operator Op-105 reported one label printer jam at 14:30."
RUN-695130,2023-10-01,Line-D,Pump-G10,Night,Op-102,730,479,40,60.1,16,minor stoppages,"Run RUN-695130: Line-D, Pump-G10, Night shift. Performance summary — Availability: 75.2%, Performance: 87.3%, Quality: 91.5%, OEE: 60.1%. Downtime cause: minor stoppages. Operator Op-102 reported temp spike in oven unit at 22:00."
RUN-626625,2023-10-10,Line-A,Valve-X200,Night,Op-102,1588,1309,107,75.7,45,tooling change,"Night shift run on Line-A. Valve-X200 batch RUN-626625. Achieved 75.7% OEE against 1588 unit target. 1309 units produced, 107 scrapped. Key downtime event: tooling change (45 min). Shift supervisor signed off."
RUN-765506,2023-03-20,Line-D,Gear-M5,Night,Op-102,825,574,40,64.7,98,planned break,Production run RUN-765506 on Line-D during Night shift. Product: Gear-M5. Target output: 825 units. Actual output: 574 units (OEE: 64.7%). Downtime: 98 minutes due to planned break. Quality rejects: 40 units. Operator: Op-102. Run completed without safety incidents.
RUN-544579,2024-06-04,Line-B,Widget-Alpha,Day,Op-105,317,199,1,62.6,103,tooling change,"Run RUN-544579: Line-B, Widget-Alpha, Day shift. Performance summary — Availability: 77.0%, Performance: 81.9%, Quality: 99.2%, OEE: 62.6%. Downtime cause: tooling change. Operator Op-105 reported no abnormal conditions."
RUN-971783,2023-01-08,Line-B,Pump-G10,Afternoon,Op-105,1603,1528,47,92.4,51,changeover,"Run RUN-971783: Line-B, Pump-G10, Afternoon shift. Performance summary — Availability: 99.0%, Performance: 96.3%, Quality: 96.9%, OEE: 92.4%. Downtime cause: changeover. Operator Op-105 reported slight vibration on feeder belt."
RUN-736877,2023-06-22,Line-D,Gear-M5,Night,Op-103,700,629,5,89.1,112,material shortage,"Night shift run on Line-D. Gear-M5 batch RUN-736877. Achieved 89.1% OEE against 700 unit target. 629 units produced, 5 scrapped. Key downtime event: material shortage (112 min). Shift supervisor signed off."
