incident_id,date,line,category,severity,assigned_to,duration_minutes,description,resolution,root_cause,preventive_action,recurrence_count
INC-254954,2024-11-28,Line-B,Security,P1-Critical,Fatima Al-Hassan,337,Recurring fault detected on Line-B. Third occurrence this quarter. Fatima Al-Hassan performed deep-dive analysis. lubricant contamination identified as systemic issue. Long-term fix: Replaced faulty sensor module. Scheduled for next maintenance window.,Workaround applied,Vendor firmware bug — ticket raised,Replaced faulty sensor module,0
INC-530311,2024-05-28,Line-A,Hardware,P1-Critical,Bob Mehra,226,Alarm triggered on Line-A due to PLC watchdog timeout. Severity assessed as P1-Critical. Response team dispatched at T+49min. Issue resolved by Bob Mehra. System validated and returned to normal operation. Lessons learned documented.,Monitoring extended,Configuration drift post-update,Installed surge protector,3
INC-428993,2023-06-27,Line-A,Security,P2-High,Fatima Al-Hassan,354,Recurring fault detected on Line-A. Third occurrence this quarter. Fatima Al-Hassan performed deep-dive analysis. network packet loss identified as systemic issue. Long-term fix: Scheduled bi-weekly lubrication cycle. Scheduled for next maintenance window.,Escalated to vendor,Inadequate preventive maintenance interval,Scheduled bi-weekly lubrication cycle,4
INC-685196,2023-11-02,Line-C,Process,P3-Medium,Edward Kim,113,Production halted on Line-C. thermal runaway in drive unit caused cascading failures in downstream units. Containment: Scheduled bi-weekly lubrication cycle. Full recovery achieved at 113 minutes after detection. No product loss reported. Incident categorised as Process.,Workaround applied,Environmental factor (humidity),Scheduled bi-weekly lubrication cycle,2
INC-401769,2023-05-05,Line-C,Process,P2-High,Fatima Al-Hassan,193,Production halted on Line-C. lubricant contamination caused cascading failures in downstream units. Containment: Implemented redundant network path. Full recovery achieved at 193 minutes after detection. No product loss reported. Incident categorised as Process.,Monitoring extended,Environmental factor (humidity),Implemented redundant network path,5
INC-563864,2024-11-02,Line-D,Power,P3-Medium,Diana Patel,380,Production halted on Line-D. thermal runaway in drive unit caused cascading failures in downstream units. Containment: Updated firmware to v3.4.1. Full recovery achieved at 380 minutes after detection. No product loss reported. Incident categorised as Power.,No action needed,Inadequate preventive maintenance interval,Updated firmware to v3.4.1,5
INC-354235,2023-02-21,Line-D,Security,P2-High,Bob Mehra,85,Alarm triggered on Line-D due to thermal runaway in drive unit. Severity assessed as P2-High. Response team dispatched at T+11min. Issue resolved by Bob Mehra. System validated and returned to normal operation. Lessons learned documented.,Monitoring extended,Inadequate preventive maintenance interval,Scheduled bi-weekly lubrication cycle,1
INC-105433,2024-07-17,Line-B,Hardware,P1-Critical,Alice Chen,66,Alarm triggered on Line-B due to PLC watchdog timeout. Severity assessed as P1-Critical. Response team dispatched at T+48min. Issue resolved by Alice Chen. System validated and returned to normal operation. Lessons learned documented.,Workaround applied,Environmental factor (humidity),Adjusted PLC timeout threshold,3
INC-783984,2024-08-10,Line-D,Software,P2-High,Diana Patel,479,Unexpected shutdown observed on Line-D. Operator reported loss of communication with PLC unit. Investigation revealed PLC watchdog timeout. Technician Diana Patel restored service after 479 minutes. Root cause: Manufacturing defect in sensor batch. Preventive action: Implemented redundant network path.,Workaround applied,Manufacturing defect in sensor batch,Implemented redundant network path,4
INC-139286,2023-01-10,Line-A,Power,P4-Low,Bob Mehra,110,Production halted on Line-A. coolant pressure drop caused cascading failures in downstream units. Containment: Installed surge protector. Full recovery achieved at 110 minutes after detection. No product loss reported. Incident categorised as Power.,No action needed,Environmental factor (humidity),Installed surge protector,4
INC-386090,2023-07-17,Line-A,Hardware,P3-Medium,Carlos Ruiz,470,Recurring fault detected on Line-A. Third occurrence this quarter. Carlos Ruiz performed deep-dive analysis. dust ingress on PCB identified as systemic issue. Long-term fix: Scheduled bi-weekly lubrication cycle. Scheduled for next maintenance window.,Root cause fixed,Environmental factor (humidity),Scheduled bi-weekly lubrication cycle,2
INC-929179,2023-10-30,Line-B,Process,P4-Low,Fatima Al-Hassan,22,Production halted on Line-B. thermal runaway in drive unit caused cascading failures in downstream units. Containment: Adjusted PLC timeout threshold. Full recovery achieved at 22 minutes after detection. No product loss reported. Incident categorised as Process.,Monitoring extended,Configuration drift post-update,Adjusted PLC timeout threshold,5
INC-293757,2023-05-24,Line-B,Hardware,P4-Low,Bob Mehra,220,Unexpected shutdown observed on Line-B. Operator reported loss of communication with PLC unit. Investigation revealed dust ingress on PCB. Technician Bob Mehra restored service after 220 minutes. Root cause: Manufacturing defect in sensor batch. Preventive action: Implemented redundant network path.,Escalated to vendor,Manufacturing defect in sensor batch,Implemented redundant network path,2
INC-374258,2024-10-31,Line-B,Hardware,P3-Medium,Alice Chen,183,Unexpected shutdown observed on Line-B. Operator reported loss of communication with PLC unit. Investigation revealed network packet loss. Technician Alice Chen restored service after 183 minutes. Root cause: Inadequate preventive maintenance interval. Preventive action: Installed surge protector.,No action needed,Inadequate preventive maintenance interval,Installed surge protector,5
INC-823821,2023-05-01,Line-B,Hardware,P1-Critical,Alice Chen,366,Production halted on Line-B. thermal runaway in drive unit caused cascading failures in downstream units. Containment: Replaced faulty sensor module. Full recovery achieved at 366 minutes after detection. No product loss reported. Incident categorised as Hardware.,No action needed,Environmental factor (humidity),Replaced faulty sensor module,2
INC-894139,2024-07-04,Line-B,Hardware,P2-High,Bob Mehra,206,Recurring fault detected on Line-B. Third occurrence this quarter. Bob Mehra performed deep-dive analysis. sensor calibration drift identified as systemic issue. Long-term fix: Installed surge protector. Scheduled for next maintenance window.,Workaround applied,Vendor firmware bug — ticket raised,Installed surge protector,1
INC-700521,2024-07-03,Line-A,Security,P4-Low,Edward Kim,72,Alarm triggered on Line-A due to PLC watchdog timeout. Severity assessed as P4-Low. Response team dispatched at T+8min. Issue resolved by Edward Kim. System validated and returned to normal operation. Lessons learned documented.,Workaround applied,Vendor firmware bug — ticket raised,Updated firmware to v3.4.1,1
INC-947975,2023-02-26,Line-C,Network,P4-Low,Edward Kim,265,Recurring fault detected on Line-C. Third occurrence this quarter. Edward Kim performed deep-dive analysis. network packet loss identified as systemic issue. Long-term fix: Adjusted PLC timeout threshold. Scheduled for next maintenance window.,Escalated to vendor,Vendor firmware bug — ticket raised,Adjusted PLC timeout threshold,1
INC-366817,2023-01-04,Line-D,Security,P1-Critical,Diana Patel,385,Recurring fault detected on Line-D. Third occurrence this quarter. Diana Patel performed deep-dive analysis. lubricant contamination identified as systemic issue. Long-term fix: Adjusted PLC timeout threshold. Scheduled for next maintenance window.,Workaround applied,Inadequate preventive maintenance interval,Adjusted PLC timeout threshold,4
INC-133276,2023-10-21,Line-A,Software,P4-Low,Alice Chen,472,Recurring fault detected on Line-A. Third occurrence this quarter. Alice Chen performed deep-dive analysis. firmware mismatch identified as systemic issue. Long-term fix: Scheduled bi-weekly lubrication cycle. Scheduled for next maintenance window.,Escalated to vendor,Manufacturing defect in sensor batch,Scheduled bi-weekly lubrication cycle,1
INC-785280,2023-12-23,Line-B,Software,P4-Low,Fatima Al-Hassan,207,Alarm triggered on Line-B due to unplanned power fluctuation. Severity assessed as P4-Low. Response team dispatched at T+10min. Issue resolved by Fatima Al-Hassan. System validated and returned to normal operation. Lessons learned documented.,Root cause fixed,Environmental factor (humidity),Installed surge protector,1
INC-657772,2024-01-24,Line-D,Process,P2-High,Edward Kim,167,Recurring fault detected on Line-D. Third occurrence this quarter. Edward Kim performed deep-dive analysis. network packet loss identified as systemic issue. Long-term fix: Updated firmware to v3.4.1. Scheduled for next maintenance window.,Workaround applied,Manufacturing defect in sensor batch,Updated firmware to v3.4.1,1
INC-744793,2023-01-17,Line-D,Software,P2-High,Carlos Ruiz,31,Recurring fault detected on Line-D. Third occurrence this quarter. Carlos Ruiz performed deep-dive analysis. network packet loss identified as systemic issue. Long-term fix: Adjusted PLC timeout threshold. Scheduled for next maintenance window.,Workaround applied,Manufacturing defect in sensor batch,Adjusted PLC timeout threshold,1
INC-665979,2023-08-11,Line-A,Hardware,P1-Critical,Alice Chen,220,Alarm triggered on Line-A due to coolant pressure drop. Severity assessed as P1-Critical. Response team dispatched at T+33min. Issue resolved by Alice Chen. System validated and returned to normal operation. Lessons learned documented.,Root cause fixed,Manufacturing defect in sensor batch,Replaced faulty sensor module,1
INC-533649,2023-11-04,Line-C,Security,P3-Medium,Bob Mehra,463,Alarm triggered on Line-C due to PLC watchdog timeout. Severity assessed as P3-Medium. Response team dispatched at T+14min. Issue resolved by Bob Mehra. System validated and returned to normal operation. Lessons learned documented.,No action needed,Inadequate preventive maintenance interval,Replaced faulty sensor module,0
INC-923975,2024-06-21,Line-B,Security,P4-Low,Fatima Al-Hassan,344,Recurring fault detected on Line-B. Third occurrence this quarter. Fatima Al-Hassan performed deep-dive analysis. lubricant contamination identified as systemic issue. Long-term fix: Updated firmware to v3.4.1. Scheduled for next maintenance window.,No action needed,Inadequate preventive maintenance interval,Updated firmware to v3.4.1,5
INC-415344,2024-12-25,Line-D,Software,P2-High,Diana Patel,257,Alarm triggered on Line-D due to unplanned power fluctuation. Severity assessed as P2-High. Response team dispatched at T+20min. Issue resolved by Diana Patel. System validated and returned to normal operation. Lessons learned documented.,Workaround applied,Vendor firmware bug — ticket raised,Replaced faulty sensor module,3
INC-313214,2023-12-05,Line-A,Hardware,P4-Low,Edward Kim,213,Production halted on Line-A. dust ingress on PCB caused cascading failures in downstream units. Containment: Scheduled bi-weekly lubrication cycle. Full recovery achieved at 213 minutes after detection. No product loss reported. Incident categorised as Hardware.,Root cause fixed,Configuration drift post-update,Scheduled bi-weekly lubrication cycle,3
INC-297303,2024-08-24,Line-C,Network,P2-High,Alice Chen,323,Unexpected shutdown observed on Line-C. Operator reported loss of communication with PLC unit. Investigation revealed thermal runaway in drive unit. Technician Alice Chen restored service after 323 minutes. Root cause: Vendor firmware bug — ticket raised. Preventive action: Installed surge protector.,Monitoring extended,Vendor firmware bug — ticket raised,Installed surge protector,1
INC-354377,2024-12-13,Line-D,Software,P3-Medium,Bob Mehra,394,Recurring fault detected on Line-D. Third occurrence this quarter. Bob Mehra performed deep-dive analysis. coolant pressure drop identified as systemic issue. Long-term fix: Replaced faulty sensor module. Scheduled for next maintenance window.,Monitoring extended,Configuration drift post-update,Replaced faulty sensor module,5
INC-423404,2023-09-25,Line-B,Security,P2-High,Diana Patel,253,Production halted on Line-B. PLC watchdog timeout caused cascading failures in downstream units. Containment: Implemented redundant network path. Full recovery achieved at 253 minutes after detection. No product loss reported. Incident categorised as Security.,No action needed,Environmental factor (humidity),Implemented redundant network path,4
INC-147936,2024-07-30,Line-D,Process,P1-Critical,Diana Patel,204,Recurring fault detected on Line-D. Third occurrence this quarter. Diana Patel performed deep-dive analysis. lubricant contamination identified as systemic issue. Long-term fix: Implemented redundant network path. Scheduled for next maintenance window.,Workaround applied,Configuration drift post-update,Implemented redundant network path,5
INC-498290,2024-08-06,Line-B,Security,P3-Medium,Alice Chen,115,Alarm triggered on Line-B due to unplanned power fluctuation. Severity assessed as P3-Medium. Response team dispatched at T+26min. Issue resolved by Alice Chen. System validated and returned to normal operation. Lessons learned documented.,Workaround applied,Configuration drift post-update,Implemented redundant network path,3
INC-277487,2023-05-24,Line-C,Process,P4-Low,Carlos Ruiz,390,Production halted on Line-C. lubricant contamination caused cascading failures in downstream units. Containment: Installed surge protector. Full recovery achieved at 390 minutes after detection. No product loss reported. Incident categorised as Process.,Monitoring extended,Configuration drift post-update,Installed surge protector,3
INC-244170,2024-10-07,Line-B,Security,P1-Critical,Edward Kim,406,Recurring fault detected on Line-B. Third occurrence this quarter. Edward Kim performed deep-dive analysis. coolant pressure drop identified as systemic issue. Long-term fix: Updated firmware to v3.4.1. Scheduled for next maintenance window.,Workaround applied,Manufacturing defect in sensor batch,Updated firmware to v3.4.1,0
